Motion Sensor Data File Sep 17, 2020 3:37 PM
Time (s)	Distance (cm)	Dist Error (cm)
96.550	28.011	0.239
96.567	27.878	0.239
96.583	27.708	0.239
96.600	27.500	0.239
96.617	27.261	0.239
96.633	27.005	0.239
96.650	26.733	0.239
96.667	26.605	0.239
96.683	26.388	0.239
96.700	26.154	0.239
96.717	25.890	0.239
96.733	25.630	0.239
96.750	25.375	0.239
96.767	25.149	0.239
96.783	24.936	0.239
96.800	24.749	0.239
96.817	24.595	0.239
96.833	24.472	0.239
96.850	24.387	0.239
96.867	24.340	0.239
96.883	24.344	0.239
96.900	24.369	0.239
96.917	24.442	0.239
96.933	24.539	0.239
96.950	24.680	0.239
96.967	24.837	0.239
96.983	25.016	0.239
97.000	25.199	0.239
97.017	25.211	0.239
97.033	25.437	0.239
97.050	25.726	0.239
97.067	26.003	0.239
97.083	26.003	0.239
97.100	26.105	0.239
97.117	26.389	0.239
97.133	26.687	0.239
97.150	26.973	0.239
97.167	27.206	0.239
97.183	27.406	0.239
97.200	27.560	0.239
97.217	27.674	0.239
97.233	27.751	0.239
97.250	27.789	0.239
97.267	27.789	0.239
97.283	27.746	0.239
97.300	27.665	0.239
97.317	27.550	0.239
97.333	27.401	0.239
97.350	27.218	0.239
97.367	27.009	0.239
97.383	26.775	0.239
97.400	26.515	0.239
97.417	26.243	0.239
97.433	25.958	0.239
97.450	25.672	0.239
97.467	25.383	0.239
97.483	25.098	0.239
97.500	24.829	0.239
97.517	24.578	0.239
97.533	24.340	0.239
97.550	24.131	0.239
97.567	23.935	0.239
97.583	23.769	0.239
97.600	23.620	0.239
97.617	23.505	0.239
97.633	23.445	0.239
97.650	23.441	0.239
97.667	23.653	0.239
97.683	23.747	0.239
97.700	24.117	0.239
97.717	24.313	0.239
97.733	24.496	0.239
97.750	24.700	0.239
97.767	24.938	0.239
97.783	25.206	0.239
97.800	25.504	0.239
97.817	25.934	0.239
97.833	26.240	0.239
97.850	26.517	0.239
97.867	26.674	0.239
97.883	26.930	0.239
97.900	27.189	0.239
97.917	27.431	0.239
97.933	27.653	0.239
97.950	27.835	0.239
97.967	27.993	0.239
97.983	28.112	0.239
98.000	28.193	0.239
98.017	28.235	0.239
98.033	28.231	0.239
98.050	28.192	0.239
98.067	28.112	0.239
98.083	27.996	0.239
98.100	27.839	0.239
98.117	27.651	0.239
98.133	27.439	0.239
98.150	27.191	0.239
98.167	26.936	0.239
98.183	26.672	0.239
98.200	26.566	0.239
98.217	26.336	0.239
98.233	26.084	0.239
98.250	25.816	0.239
98.267	25.544	0.239
98.283	25.280	0.239
98.300	25.033	0.239
98.317	24.794	0.239
98.333	24.526	0.239
98.350	24.168	0.239
98.367	24.045	0.239
98.383	23.981	0.239
98.400	23.930	0.239
98.417	23.666	0.239
98.433	23.670	0.239
98.450	23.576	0.239
98.467	23.704	0.239
98.483	23.874	0.239
98.500	24.112	0.239
98.517	24.346	0.239
98.533	24.589	0.239
98.550	24.844	0.239
98.567	25.108	0.239
98.583	25.384	0.239
98.600	25.669	0.239
98.617	25.950	0.239
98.633	26.231	0.239
98.650	26.499	0.239
98.667	26.750	0.239
98.683	26.975	0.239
98.700	27.184	0.239
98.717	27.358	0.239
98.733	27.503	0.239
98.750	27.613	0.239
98.767	27.690	0.239
98.783	27.724	0.239
98.800	27.724	0.239
98.817	27.681	0.239
98.833	27.600	0.239
98.850	27.485	0.239
98.867	27.349	0.239
98.883	27.174	0.239
98.900	26.961	0.239
98.917	26.731	0.239
98.933	26.459	0.239
98.950	26.148	0.239
98.967	25.820	0.239
98.983	25.518	0.239
99.000	25.407	0.239
99.017	25.386	0.239
99.033	25.177	0.239
99.050	24.913	0.239
99.067	24.704	0.239
99.083	24.785	0.239
99.100	24.670	0.239
99.117	24.551	0.239
99.133	24.461	0.239
99.150	24.397	0.239
99.167	24.372	0.239
99.183	24.384	0.239
99.200	24.435	0.239
99.217	24.516	0.239
99.233	24.635	0.239
99.250	24.788	0.239
99.267	24.971	0.239
99.283	25.180	0.239
99.300	25.401	0.239
99.317	25.635	0.239
99.333	25.873	0.239
99.350	26.112	0.239
99.367	26.349	0.239
99.383	26.486	0.239
99.400	26.724	0.239
99.417	26.992	0.239
99.433	27.239	0.239
99.450	27.468	0.239
99.467	27.664	0.239
99.483	27.834	0.239
99.500	27.979	0.239
99.517	28.077	0.239
99.533	28.140	0.239
99.550	28.161	0.239
99.567	28.144	0.239
99.583	28.072	0.239
99.600	27.931	0.239
99.617	27.569	0.239
99.633	27.399	0.239
99.650	27.029	0.239
99.667	26.820	0.239
99.683	26.590	0.239
99.700	26.335	0.239
99.717	26.075	0.239
99.733	25.815	0.239
99.750	25.543	0.239
99.767	25.274	0.239
99.783	24.998	0.239
99.800	24.738	0.239
99.817	24.495	0.239
99.833	24.270	0.239
99.850	24.069	0.239
99.867	23.903	0.239
99.883	23.767	0.239
99.900	23.665	0.239
99.917	23.596	0.239
99.933	23.571	0.239
99.950	23.584	0.239
99.967	23.639	0.239
99.983	23.728	0.239
100.000	23.856	0.239
100.017	24.017	0.239
100.033	24.209	0.239
100.050	24.426	0.239
100.067	24.668	0.239
100.083	24.932	0.239
100.100	25.208	0.239
100.117	25.489	0.239
100.133	25.779	0.239
100.150	26.064	0.239
100.167	26.336	0.239
100.183	26.587	0.239
100.200	26.821	0.239
100.217	27.025	0.239
100.233	27.191	0.239
100.250	27.344	0.239
100.267	27.468	0.239
100.283	27.557	0.239
100.300	27.799	0.239
100.317	27.829	0.239
100.333	28.046	0.239
100.350	28.050	0.239
100.367	27.978	0.239
100.383	27.858	0.239
100.400	27.696	0.239
100.417	27.500	0.239
100.433	27.283	0.239
100.450	27.041	0.239
100.467	26.790	0.239
100.483	26.666	0.239
100.500	26.444	0.239
100.517	26.219	0.239
100.533	25.989	0.239
100.550	25.742	0.239
100.567	25.495	0.239
100.583	25.269	0.239
100.600	25.056	0.239
100.617	24.869	0.239
100.633	24.711	0.239
100.650	24.579	0.239
100.667	24.494	0.239
100.683	24.435	0.239
100.700	24.413	0.239
100.717	24.426	0.239
100.733	24.481	0.239
100.750	24.570	0.239
100.767	24.685	0.239
100.783	24.834	0.239
100.800	24.991	0.239
100.817	25.136	0.239
100.833	25.123	0.239
100.850	25.382	0.239
100.867	25.668	0.239
100.883	25.910	0.239
100.900	25.914	0.239
100.917	26.008	0.239
100.933	26.289	0.239
100.950	26.569	0.239
100.967	26.854	0.239
100.983	27.097	0.239
101.000	27.288	0.239
101.017	27.454	0.239
101.033	27.569	0.239
101.050	27.654	0.239
101.067	27.700	0.239
101.083	27.709	0.239
101.100	27.679	0.239
101.117	27.620	0.239
101.133	27.517	0.239
101.150	27.385	0.239
101.167	27.215	0.239
101.183	27.019	0.239
101.200	26.802	0.239
101.217	26.555	0.239
101.233	26.299	0.239
101.250	26.031	0.239
101.267	25.750	0.239
101.283	25.478	0.239
101.300	25.205	0.239
101.317	24.937	0.239
101.333	24.690	0.239
101.350	24.460	0.239
101.367	24.243	0.239
101.383	24.051	0.239
101.400	23.876	0.239
101.417	23.732	0.239
101.433	23.600	0.239
101.450	23.536	0.239
101.467	23.514	0.239
101.483	23.723	0.239
101.500	23.825	0.239
101.517	24.174	0.239
101.533	24.335	0.239
101.550	24.493	0.239
101.567	24.688	0.239
101.583	24.918	0.239
101.600	25.207	0.239
101.617	25.620	0.239
101.633	25.909	0.239
101.650	26.190	0.239
101.667	26.463	0.239
101.683	26.713	0.239
101.700	26.833	0.239
101.717	27.079	0.239
101.733	27.318	0.239
101.750	27.534	0.239
101.767	27.730	0.239
101.783	27.888	0.239
101.800	28.011	0.239
101.817	28.100	0.239
101.833	28.143	0.239
101.850	28.155	0.239
101.867	28.129	0.239
101.883	28.061	0.239
101.900	27.959	0.239
101.917	27.823	0.239
101.933	27.648	0.239
101.950	27.448	0.239
101.967	27.222	0.239
101.983	26.980	0.239
102.000	26.737	0.239
102.017	26.626	0.239
102.033	26.392	0.239
102.050	26.149	0.239
102.067	25.886	0.239
102.083	25.617	0.239
102.100	25.362	0.239
102.117	25.098	0.239
102.133	24.825	0.239
102.150	24.438	0.239
102.167	24.280	0.239
102.183	24.157	0.239
102.200	24.080	0.239
102.217	23.999	0.239
102.233	23.722	0.239
102.250	23.560	0.239
102.267	23.628	0.239
102.283	23.739	0.239
102.300	23.909	0.239
102.317	24.122	0.239
102.333	24.339	0.239
102.350	24.564	0.239
102.367	24.807	0.239
102.383	25.062	0.239
102.400	25.326	0.239
102.417	25.594	0.239
102.433	25.870	0.239
102.450	26.138	0.239
102.467	26.398	0.239
102.483	26.644	0.239
102.500	26.874	0.239
102.517	27.079	0.239
102.533	27.257	0.239
102.550	27.406	0.239
102.567	27.529	0.239
102.583	27.606	0.239
102.600	27.652	0.239
102.617	27.661	0.239
102.633	27.631	0.239
102.650	27.567	0.239
102.667	27.465	0.239
102.683	27.333	0.239
102.700	27.167	0.239
102.717	26.971	0.239
102.733	26.750	0.239
102.750	26.489	0.239
102.767	26.187	0.239
102.783	25.885	0.239
102.800	25.591	0.239
102.817	25.498	0.239
102.833	25.485	0.239
102.850	25.289	0.239
102.867	25.029	0.239
102.883	24.812	0.239
102.900	24.892	0.239
102.917	24.773	0.239
102.933	24.658	0.239
102.950	24.560	0.239
102.967	24.492	0.239
102.983	24.458	0.239
103.000	24.462	0.239
103.017	24.496	0.239
103.033	24.573	0.239
103.050	24.679	0.239
103.067	24.815	0.239
103.083	24.981	0.239
103.100	25.172	0.239
103.117	25.381	0.239
103.133	25.606	0.239
103.150	25.845	0.239
103.167	26.066	0.239
103.183	26.283	0.239
103.200	26.393	0.239
103.217	26.627	0.239
103.233	26.887	0.239
103.250	27.133	0.239
103.267	27.355	0.239
103.283	27.563	0.239
103.300	27.742	0.239
103.317	27.878	0.239
103.333	27.984	0.239
103.350	28.052	0.239
103.367	28.078	0.239
103.383	28.048	0.239
103.400	27.920	0.239
103.417	27.656	0.239
103.433	27.537	0.239
103.450	27.217	0.239
103.467	27.047	0.239
103.483	26.851	0.239
103.500	26.647	0.239
103.517	26.417	0.239
103.533	26.170	0.239
103.550	25.914	0.239
103.567	25.650	0.239
103.583	25.382	0.239
103.600	25.118	0.239
103.617	24.858	0.239
103.633	24.616	0.239
103.650	24.390	0.239
103.667	24.190	0.239
103.683	24.020	0.239
103.700	23.875	0.239
103.717	23.768	0.239
103.733	23.691	0.239
103.750	23.657	0.239
103.767	23.657	0.239
103.783	23.699	0.239
103.800	23.776	0.239
103.817	23.891	0.239
103.833	24.031	0.239
103.850	24.210	0.239
103.867	24.414	0.239
103.883	24.640	0.239
103.900	24.886	0.239
103.917	25.150	0.239
103.933	25.418	0.239
103.950	25.686	0.239
103.967	25.954	0.239
103.983	26.214	0.239
104.000	26.461	0.239
104.017	26.686	0.239
104.033	26.881	0.239
104.050	27.065	0.239
104.067	27.222	0.239
104.083	27.354	0.239
104.100	27.600	0.239
104.117	27.711	0.239
104.133	27.898	0.239
104.150	28.017	0.239
104.167	28.009	0.239
104.183	27.932	0.239
104.200	27.825	0.239
104.217	27.680	0.239
104.233	27.497	0.239
104.250	27.297	0.239
104.267	27.072	0.239
104.283	26.944	0.239
104.300	26.782	0.239
104.317	26.578	0.239
104.333	26.343	0.239
104.350	26.092	0.239
104.367	25.837	0.239
104.383	25.598	0.239
104.400	25.368	0.239
104.417	25.160	0.239
104.433	24.968	0.239
104.450	24.810	0.239
104.467	24.678	0.239
104.483	24.576	0.239
104.500	24.508	0.239
104.517	24.478	0.239
104.533	24.478	0.239
104.550	24.516	0.239
104.567	24.593	0.239
104.583	24.695	0.239
104.600	24.818	0.239
104.617	24.950	0.239
104.633	25.018	0.239
104.650	25.077	0.239
104.667	25.328	0.239
104.683	25.588	0.239
104.700	25.749	0.239
104.717	25.817	0.239
104.733	25.907	0.239
104.750	26.179	0.239
104.767	26.460	0.239
104.783	26.745	0.239
104.800	26.975	0.239
104.817	27.174	0.239
104.833	27.332	0.239
104.850	27.468	0.239
104.867	27.562	0.239
104.883	27.617	0.239
104.900	27.634	0.239
104.917	27.621	0.239
104.933	27.570	0.239
104.950	27.484	0.239
104.967	27.361	0.239
104.983	27.208	0.239
105.000	27.029	0.239
105.017	26.820	0.239
105.033	26.590	0.239
105.050	26.352	0.239
105.067	26.092	0.239
105.083	25.828	0.239
105.100	25.564	0.239
105.117	25.300	0.239
105.133	25.040	0.239
105.150	24.793	0.239
105.167	24.563	0.239
105.183	24.350	0.239
105.200	24.154	0.239
105.217	23.971	0.239
105.233	23.805	0.239
105.250	23.686	0.239
105.267	23.613	0.239
105.283	23.588	0.239
105.300	23.788	0.239
105.317	23.975	0.239
105.333	24.213	0.239
105.350	24.354	0.239
105.367	24.507	0.239
105.383	24.677	0.239
105.400	24.898	0.239
105.417	25.136	0.239
105.433	25.536	0.239
105.450	25.825	0.239
105.467	26.106	0.239
105.483	26.366	0.239
105.500	26.608	0.239
105.517	26.723	0.239
105.533	26.974	0.239
105.550	27.208	0.239
105.567	27.425	0.239
105.583	27.612	0.239
105.600	27.778	0.239
105.617	27.906	0.239
105.633	27.999	0.239
105.650	28.055	0.239
105.667	28.080	0.239
105.683	28.063	0.239
105.700	28.007	0.239
105.717	27.914	0.239
105.733	27.790	0.239
105.750	27.632	0.239
105.767	27.449	0.239
105.783	27.232	0.239
105.800	27.007	0.239
105.817	26.756	0.239
105.833	26.504	0.239
105.850	26.342	0.239
105.867	26.112	0.239
105.883	25.853	0.239
105.900	25.593	0.239
105.917	25.299	0.239
105.933	24.946	0.239
105.950	24.724	0.239
105.967	24.537	0.239
105.983	24.379	0.239
106.000	24.264	0.239
106.017	24.162	0.239
106.033	24.022	0.239
106.050	23.792	0.239
106.067	23.621	0.239
106.083	23.676	0.239
106.100	23.783	0.239
106.117	23.932	0.239
106.133	24.127	0.239
106.150	24.327	0.239
106.167	24.540	0.239
106.183	24.774	0.239
106.200	25.012	0.239
106.217	25.267	0.239
106.233	25.527	0.239
106.250	25.791	0.239
106.267	26.050	0.239
106.283	26.306	0.239
106.300	26.548	0.239
106.317	26.773	0.239
106.333	26.978	0.239
106.350	27.161	0.239
106.367	27.309	0.239
106.383	27.433	0.239
106.400	27.518	0.239
106.417	27.568	0.239
106.433	27.590	0.239
106.450	27.568	0.239
106.467	27.517	0.239
106.483	27.432	0.239
106.500	27.313	0.239
106.517	27.164	0.239
106.533	26.981	0.239
106.550	26.768	0.239
106.567	26.516	0.239
106.583	26.248	0.239
106.600	25.950	0.239
106.617	25.665	0.239
106.633	25.571	0.239
106.650	25.499	0.239
106.667	25.371	0.239
106.683	25.128	0.239
106.700	24.898	0.239
106.717	24.894	0.239
106.733	24.834	0.239
106.750	24.728	0.239
106.767	24.634	0.239
106.783	24.562	0.239
106.800	24.523	0.239
106.817	24.515	0.239
106.833	24.544	0.239
106.850	24.608	0.239
106.867	24.714	0.239
106.883	24.838	0.239
106.900	24.991	0.239
106.917	25.169	0.239
106.933	25.369	0.239
106.950	25.586	0.239
106.967	25.820	0.239
106.983	26.037	0.239
107.000	26.241	0.239
107.017	26.446	0.239
107.033	26.543	0.239
107.050	26.790	0.239
107.067	27.028	0.239
107.083	27.250	0.239
107.100	27.458	0.239
107.117	27.632	0.239
107.133	27.777	0.239
107.150	27.887	0.239
107.167	27.960	0.239
107.183	27.985	0.239
107.200	27.930	0.239
107.217	27.679	0.239
107.233	27.610	0.239
107.250	27.342	0.239
107.267	27.202	0.239
107.283	27.044	0.239
107.300	26.865	0.239
107.317	26.665	0.239
107.333	26.444	0.239
107.350	26.222	0.239
107.367	25.975	0.239
107.383	25.728	0.239
107.400	25.464	0.239
107.417	25.204	0.239
107.433	24.958	0.239
107.450	24.719	0.239
107.467	24.498	0.239
107.483	24.297	0.239
107.500	24.123	0.239
107.517	23.978	0.239
107.533	23.863	0.239
107.550	23.786	0.239
107.567	23.739	0.239
107.583	23.735	0.239
107.600	23.765	0.239
107.617	23.828	0.239
107.633	23.926	0.239
107.650	24.054	0.239
107.667	24.220	0.239
107.683	24.407	0.239
107.700	24.615	0.239
107.717	24.854	0.239
107.733	25.096	0.239
107.750	25.356	0.239
107.767	25.611	0.239
107.783	25.870	0.239
107.800	26.126	0.239
107.817	26.368	0.239
107.833	26.585	0.239
107.850	26.781	0.239
107.867	26.964	0.239
107.883	27.125	0.239
107.900	27.261	0.239
107.917	27.546	0.239
107.933	27.631	0.239
107.950	27.878	0.239
107.967	27.950	0.239
